district,crop_name,season_type,season_year,target_hectares,committed_hectares,source
Kegalle,Cabbage,Yala,2019,46.8,48.0,synthetic_proxy
Kilinochchi,Cabbage,Yala,2019,33.9,30.8,synthetic_proxy
Kurunegala,Cabbage,Yala,2019,162.9,147.2,synthetic_proxy
Mannar,Cabbage,Yala,2019,40.6,34.0,synthetic_proxy
Matale,Cabbage,Yala,2019,107.5,112.5,synthetic_proxy
Matara,Cabbage,Yala,2019,61.9,66.0,synthetic_proxy
Monaragala,Cabbage,Yala,2019,73.9,75.9,synthetic_proxy
Mullaitivu,Cabbage,Yala,2019,34.9,39.0,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2019,123.9,125.2,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2019,41.2,43.2,synthetic_proxy
Puttalam,Cabbage,Yala,2019,69.7,72.2,synthetic_proxy
Ratnapura,Cabbage,Yala,2019,113.6,112.4,synthetic_proxy
Trincomalee,Cabbage,Yala,2019,36.1,33.8,synthetic_proxy
Vavuniya,Cabbage,Yala,2019,39.2,49.6,synthetic_proxy
Ampara,Cabbage,Maha,2020,64.6,61.1,synthetic_proxy
Anuradhapura,Cabbage,Maha,2020,59.8,55.0,synthetic_proxy
Badulla,Cabbage,Maha,2020,152.5,160.4,synthetic_proxy
Batticaloa,Cabbage,Maha,2020,28.4,29.2,synthetic_proxy
Colombo,Cabbage,Maha,2020,141.7,117.8,synthetic_proxy
Galle,Cabbage,Maha,2020,33.6,38.2,synthetic_proxy
Gampaha,Cabbage,Maha,2020,56.8,56.2,synthetic_proxy
Hambantota,Cabbage,Maha,2020,100.2,86.9,synthetic_proxy
Jaffna,Cabbage,Maha,2020,45.9,52.5,synthetic_proxy
Kalutara,Cabbage,Maha,2020,33.9,36.5,synthetic_proxy
Kandy,Cabbage,Maha,2020,71.2,60.4,synthetic_proxy
Kegalle,Cabbage,Maha,2020,36.8,44.6,synthetic_proxy
Kilinochchi,Cabbage,Maha,2020,26.6,28.7,synthetic_proxy
Kurunegala,Cabbage,Maha,2020,127.9,127.8,synthetic_proxy
Mannar,Cabbage,Maha,2020,31.9,38.0,synthetic_proxy
Matale,Cabbage,Maha,2020,84.4,86.0,synthetic_proxy
Matara,Cabbage,Maha,2020,48.6,48.5,synthetic_proxy
Monaragala,Cabbage,Maha,2020,58.0,53.4,synthetic_proxy
Mullaitivu,Cabbage,Maha,2020,27.4,29.4,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2020,97.3,102.9,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2020,32.4,32.4,synthetic_proxy
Puttalam,Cabbage,Maha,2020,54.7,49.5,synthetic_proxy
Ratnapura,Cabbage,Maha,2020,89.2,90.6,synthetic_proxy
Trincomalee,Cabbage,Maha,2020,28.3,28.1,synthetic_proxy
Vavuniya,Cabbage,Maha,2020,30.7,25.8,synthetic_proxy
Ampara,Cabbage,Yala,2020,70.4,58.0,synthetic_proxy
Anuradhapura,Cabbage,Yala,2020,65.2,69.6,synthetic_proxy
Badulla,Cabbage,Yala,2020,166.1,114.2,synthetic_proxy
Batticaloa,Cabbage,Yala,2020,30.9,31.7,synthetic_proxy
Colombo,Cabbage,Yala,2020,154.4,145.5,synthetic_proxy
Galle,Cabbage,Yala,2020,36.7,42.4,synthetic_proxy
Gampaha,Cabbage,Yala,2020,61.9,58.2,synthetic_proxy
Hambantota,Cabbage,Yala,2020,109.2,117.9,synthetic_proxy
Jaffna,Cabbage,Yala,2020,50.1,47.7,synthetic_proxy
Kalutara,Cabbage,Yala,2020,37.0,37.5,synthetic_proxy
Kandy,Cabbage,Yala,2020,77.6,84.5,synthetic_proxy
Kegalle,Cabbage,Yala,2020,40.1,37.8,synthetic_proxy
Kilinochchi,Cabbage,Yala,2020,29.0,32.5,synthetic_proxy
Kurunegala,Cabbage,Yala,2020,139.4,122.7,synthetic_proxy
Mannar,Cabbage,Yala,2020,34.8,36.0,synthetic_proxy
Matale,Cabbage,Yala,2020,92.0,102.1,synthetic_proxy
Matara,Cabbage,Yala,2020,53.0,57.2,synthetic_proxy
Monaragala,Cabbage,Yala,2020,63.2,77.7,synthetic_proxy
Mullaitivu,Cabbage,Yala,2020,29.9,27.2,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2020,106.0,88.4,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2020,35.3,31.1,synthetic_proxy
Puttalam,Cabbage,Yala,2020,59.6,64.3,synthetic_proxy
Ratnapura,Cabbage,Yala,2020,97.2,103.0,synthetic_proxy
Trincomalee,Cabbage,Yala,2020,30.8,31.2,synthetic_proxy
Vavuniya,Cabbage,Yala,2020,33.5,29.0,synthetic_proxy
Ampara,Cabbage,Maha,2021,72.6,79.3,synthetic_proxy
Anuradhapura,Cabbage,Maha,2021,67.2,57.3,synthetic_proxy
Badulla,Cabbage,Maha,2021,171.2,195.0,synthetic_proxy
Batticaloa,Cabbage,Maha,2021,31.9,42.8,synthetic_proxy
Colombo,Cabbage,Maha,2021,159.2,166.2,synthetic_proxy
Galle,Cabbage,Maha,2021,37.8,40.4,synthetic_proxy
Gampaha,Cabbage,Maha,2021,63.8,60.0,synthetic_proxy
Hambantota,Cabbage,Maha,2021,112.6,88.1,synthetic_proxy
Jaffna,Cabbage,Maha,2021,51.6,47.9,synthetic_proxy
Kalutara,Cabbage,Maha,2021,38.1,33.1,synthetic_proxy
Kandy,Cabbage,Maha,2021,80.0,66.1,synthetic_proxy
Kegalle,Cabbage,Maha,2021,41.3,49.8,synthetic_proxy
Kilinochchi,Cabbage,Maha,2021,29.9,30.9,synthetic_proxy
Kurunegala,Cabbage,Maha,2021,143.7,150.2,synthetic_proxy
Mannar,Cabbage,Maha,2021,35.8,34.5,synthetic_proxy
Matale,Cabbage,Maha,2021,94.8,92.8,synthetic_proxy
Matara,Cabbage,Maha,2021,54.6,60.9,synthetic_proxy
Monaragala,Cabbage,Maha,2021,65.2,64.9,synthetic_proxy
Mullaitivu,Cabbage,Maha,2021,30.8,32.8,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2021,109.3,106.7,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2021,36.4,34.9,synthetic_proxy
Puttalam,Cabbage,Maha,2021,61.4,51.1,synthetic_proxy
Ratnapura,Cabbage,Maha,2021,100.2,76.4,synthetic_proxy
Trincomalee,Cabbage,Maha,2021,31.8,30.8,synthetic_proxy
Vavuniya,Cabbage,Maha,2021,34.5,34.8,synthetic_proxy
Ampara,Cabbage,Yala,2021,102.3,86.5,synthetic_proxy
Anuradhapura,Cabbage,Yala,2021,94.6,94.3,synthetic_proxy
Badulla,Cabbage,Yala,2021,241.2,242.8,synthetic_proxy
Batticaloa,Cabbage,Yala,2021,44.9,33.3,synthetic_proxy
Colombo,Cabbage,Yala,2021,224.3,199.6,synthetic_proxy
Galle,Cabbage,Yala,2021,53.2,55.8,synthetic_proxy
Gampaha,Cabbage,Yala,2021,89.9,94.0,synthetic_proxy
Hambantota,Cabbage,Yala,2021,158.6,136.7,synthetic_proxy
Jaffna,Cabbage,Yala,2021,72.7,74.1,synthetic_proxy
Kalutara,Cabbage,Yala,2021,53.7,60.3,synthetic_proxy
Kandy,Cabbage,Yala,2021,112.7,123.2,synthetic_proxy
Kegalle,Cabbage,Yala,2021,58.2,57.5,synthetic_proxy
Kilinochchi,Cabbage,Yala,2021,42.1,39.8,synthetic_proxy
Kurunegala,Cabbage,Yala,2021,202.4,187.1,synthetic_proxy
Mannar,Cabbage,Yala,2021,50.5,53.3,synthetic_proxy
Matale,Cabbage,Yala,2021,133.6,136.7,synthetic_proxy
Matara,Cabbage,Yala,2021,76.9,82.7,synthetic_proxy
Monaragala,Cabbage,Yala,2021,91.8,93.3,synthetic_proxy
Mullaitivu,Cabbage,Yala,2021,43.4,47.7,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2021,153.9,155.7,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2021,51.2,56.0,synthetic_proxy
Puttalam,Cabbage,Yala,2021,86.6,95.6,synthetic_proxy
Ratnapura,Cabbage,Yala,2021,141.2,127.6,synthetic_proxy
Trincomalee,Cabbage,Yala,2021,44.8,35.1,synthetic_proxy
Vavuniya,Cabbage,Yala,2021,48.7,57.7,synthetic_proxy
Ampara,Cabbage,Maha,2022,83.9,86.5,synthetic_proxy
Anuradhapura,Cabbage,Maha,2022,77.7,61.7,synthetic_proxy
Badulla,Cabbage,Maha,2022,198.0,181.0,synthetic_proxy
Batticaloa,Cabbage,Maha,2022,36.8,40.3,synthetic_proxy
Colombo,Cabbage,Maha,2022,184.1,177.9,synthetic_proxy
Galle,Cabbage,Maha,2022,43.7,41.0,synthetic_proxy
Gampaha,Cabbage,Maha,2022,73.8,86.2,synthetic_proxy
Hambantota,Cabbage,Maha,2022,130.2,113.8,synthetic_proxy
Jaffna,Cabbage,Maha,2022,59.7,54.0,synthetic_proxy
Kalutara,Cabbage,Maha,2022,44.1,45.2,synthetic_proxy
Kandy,Cabbage,Maha,2022,92.5,96.9,synthetic_proxy
Kegalle,Cabbage,Maha,2022,47.8,50.6,synthetic_proxy
Kilinochchi,Cabbage,Maha,2022,34.6,38.4,synthetic_proxy
Kurunegala,Cabbage,Maha,2022,166.1,170.1,synthetic_proxy
Mannar,Cabbage,Maha,2022,41.4,43.9,synthetic_proxy
Matale,Cabbage,Maha,2022,109.6,106.2,synthetic_proxy
Matara,Cabbage,Maha,2022,63.1,63.6,synthetic_proxy
Monaragala,Cabbage,Maha,2022,75.3,76.3,synthetic_proxy
Mullaitivu,Cabbage,Maha,2022,35.6,36.6,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2022,126.3,138.1,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2022,42.0,44.8,synthetic_proxy
Puttalam,Cabbage,Maha,2022,71.0,71.4,synthetic_proxy
Ratnapura,Cabbage,Maha,2022,115.9,104.6,synthetic_proxy
Trincomalee,Cabbage,Maha,2022,36.8,37.1,synthetic_proxy
Vavuniya,Cabbage,Maha,2022,39.9,39.8,synthetic_proxy
Ampara,Cabbage,Yala,2022,98.6,100.8,synthetic_proxy
Anuradhapura,Cabbage,Yala,2022,91.2,115.4,synthetic_proxy
Badulla,Cabbage,Yala,2022,232.5,217.9,synthetic_proxy
Batticaloa,Cabbage,Yala,2022,43.3,45.5,synthetic_proxy
Colombo,Cabbage,Yala,2022,216.1,243.9,synthetic_proxy
Galle,Cabbage,Yala,2022,51.3,51.9,synthetic_proxy
Gampaha,Cabbage,Yala,2022,86.6,110.9,synthetic_proxy
Hambantota,Cabbage,Yala,2022,152.9,145.9,synthetic_proxy
Jaffna,Cabbage,Yala,2022,70.1,72.8,synthetic_proxy
Kalutara,Cabbage,Yala,2022,51.8,46.8,synthetic_proxy
Kandy,Cabbage,Yala,2022,108.6,104.1,synthetic_proxy
Kegalle,Cabbage,Yala,2022,56.1,57.8,synthetic_proxy
Kilinochchi,Cabbage,Yala,2022,40.6,44.7,synthetic_proxy
Kurunegala,Cabbage,Yala,2022,195.1,202.6,synthetic_proxy
Mannar,Cabbage,Yala,2022,48.7,56.0,synthetic_proxy
Matale,Cabbage,Yala,2022,128.7,127.3,synthetic_proxy
Matara,Cabbage,Yala,2022,74.1,71.2,synthetic_proxy
Monaragala,Cabbage,Yala,2022,88.5,117.2,synthetic_proxy
Mullaitivu,Cabbage,Yala,2022,41.8,43.8,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2022,148.4,135.6,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2022,49.4,45.3,synthetic_proxy
Puttalam,Cabbage,Yala,2022,83.4,74.0,synthetic_proxy
Ratnapura,Cabbage,Yala,2022,136.1,151.4,synthetic_proxy
Trincomalee,Cabbage,Yala,2022,43.2,41.3,synthetic_proxy
Vavuniya,Cabbage,Yala,2022,46.9,47.6,synthetic_proxy
Ampara,Cabbage,Maha,2023,125.3,124.3,synthetic_proxy
Anuradhapura,Cabbage,Maha,2023,115.9,126.1,synthetic_proxy
Badulla,Cabbage,Maha,2023,295.5,265.5,synthetic_proxy
Batticaloa,Cabbage,Maha,2023,55.0,47.9,synthetic_proxy
Colombo,Cabbage,Maha,2023,274.7,282.1,synthetic_proxy
Galle,Cabbage,Maha,2023,65.2,69.9,synthetic_proxy
Gampaha,Cabbage,Maha,2023,110.1,114.5,synthetic_proxy
Hambantota,Cabbage,Maha,2023,194.3,175.4,synthetic_proxy
Jaffna,Cabbage,Maha,2023,89.1,96.3,synthetic_proxy
Kalutara,Cabbage,Maha,2023,65.8,59.9,synthetic_proxy
Kandy,Cabbage,Maha,2023,138.1,129.5,synthetic_proxy
Kegalle,Cabbage,Maha,2023,71.3,63.2,synthetic_proxy
Kilinochchi,Cabbage,Maha,2023,51.6,59.7,synthetic_proxy
Kurunegala,Cabbage,Maha,2023,248.0,266.8,synthetic_proxy
Mannar,Cabbage,Maha,2023,61.9,66.3,synthetic_proxy
Matale,Cabbage,Maha,2023,163.6,188.1,synthetic_proxy
Matara,Cabbage,Maha,2023,94.2,126.0,synthetic_proxy
Monaragala,Cabbage,Maha,2023,112.5,89.4,synthetic_proxy
Mullaitivu,Cabbage,Maha,2023,53.2,48.5,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2023,188.6,174.6,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2023,62.8,56.3,synthetic_proxy
Puttalam,Cabbage,Maha,2023,106.0,92.3,synthetic_proxy
Ratnapura,Cabbage,Maha,2023,173.0,166.7,synthetic_proxy
Trincomalee,Cabbage,Maha,2023,54.9,46.9,synthetic_proxy
Vavuniya,Cabbage,Maha,2023,59.6,62.0,synthetic_proxy
Ampara,Cabbage,Yala,2023,163.0,164.0,synthetic_proxy
Anuradhapura,Cabbage,Yala,2023,150.8,159.5,synthetic_proxy
Badulla,Cabbage,Yala,2023,384.5,407.9,synthetic_proxy
Batticaloa,Cabbage,Yala,2023,71.5,76.7,synthetic_proxy
Colombo,Cabbage,Yala,2023,357.4,341.4,synthetic_proxy
Galle,Cabbage,Yala,2023,84.9,106.5,synthetic_proxy
Gampaha,Cabbage,Yala,2023,143.2,147.3,synthetic_proxy
Hambantota,Cabbage,Yala,2023,252.8,196.3,synthetic_proxy
Jaffna,Cabbage,Yala,2023,115.9,101.9,synthetic_proxy
Kalutara,Cabbage,Yala,2023,85.6,67.7,synthetic_proxy
Kandy,Cabbage,Yala,2023,179.7,180.0,synthetic_proxy
Kegalle,Cabbage,Yala,2023,92.8,91.4,synthetic_proxy
Kilinochchi,Cabbage,Yala,2023,67.2,63.4,synthetic_proxy
Kurunegala,Cabbage,Yala,2023,322.6,400.4,synthetic_proxy
Mannar,Cabbage,Yala,2023,80.5,85.8,synthetic_proxy
Matale,Cabbage,Yala,2023,212.9,231.4,synthetic_proxy
Matara,Cabbage,Yala,2023,122.6,108.9,synthetic_proxy
Monaragala,Cabbage,Yala,2023,146.3,128.8,synthetic_proxy
Mullaitivu,Cabbage,Yala,2023,69.2,69.5,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2023,245.3,250.4,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2023,81.6,63.4,synthetic_proxy
Puttalam,Cabbage,Yala,2023,138.0,135.0,synthetic_proxy
Ratnapura,Cabbage,Yala,2023,225.0,225.4,synthetic_proxy
Trincomalee,Cabbage,Yala,2023,71.4,69.6,synthetic_proxy
Vavuniya,Cabbage,Yala,2023,77.5,70.0,synthetic_proxy
Ampara,Cabbage,Maha,2024,111.3,104.1,synthetic_proxy
Anuradhapura,Cabbage,Maha,2024,103.1,100.9,synthetic_proxy
Badulla,Cabbage,Maha,2024,262.7,265.5,synthetic_proxy
Batticaloa,Cabbage,Maha,2024,48.9,52.4,synthetic_proxy
Colombo,Cabbage,Maha,2024,244.2,275.9,synthetic_proxy
Galle,Cabbage,Maha,2024,58.0,55.9,synthetic_proxy
Gampaha,Cabbage,Maha,2024,97.9,92.5,synthetic_proxy
Hambantota,Cabbage,Maha,2024,172.7,181.8,synthetic_proxy
Jaffna,Cabbage,Maha,2024,79.2,85.0,synthetic_proxy
Kalutara,Cabbage,Maha,2024,58.5,55.4,synthetic_proxy
Kandy,Cabbage,Maha,2024,122.7,134.4,synthetic_proxy
Kegalle,Cabbage,Maha,2024,63.4,70.8,synthetic_proxy
Kilinochchi,Cabbage,Maha,2024,45.9,53.0,synthetic_proxy
Kurunegala,Cabbage,Maha,2024,220.4,267.4,synthetic_proxy
Mannar,Cabbage,Maha,2024,55.0,49.3,synthetic_proxy
Matale,Cabbage,Maha,2024,145.4,145.7,synthetic_proxy
Matara,Cabbage,Maha,2024,83.8,83.9,synthetic_proxy
Monaragala,Cabbage,Maha,2024,100.0,98.8,synthetic_proxy
Mullaitivu,Cabbage,Maha,2024,47.3,43.6,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2024,167.6,137.7,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2024,55.8,56.4,synthetic_proxy
Puttalam,Cabbage,Maha,2024,94.3,85.6,synthetic_proxy
Ratnapura,Cabbage,Maha,2024,153.7,155.3,synthetic_proxy
Trincomalee,Cabbage,Maha,2024,48.8,44.1,synthetic_proxy
Vavuniya,Cabbage,Maha,2024,53.0,46.0,synthetic_proxy
Ampara,Cabbage,Yala,2024,118.5,121.9,synthetic_proxy
Anuradhapura,Cabbage,Yala,2024,109.7,111.7,synthetic_proxy
Badulla,Cabbage,Yala,2024,279.6,299.1,synthetic_proxy
Batticaloa,Cabbage,Yala,2024,52.0,65.7,synthetic_proxy
Colombo,Cabbage,Yala,2024,260.0,268.6,synthetic_proxy
Galle,Cabbage,Yala,2024,61.7,65.3,synthetic_proxy
Gampaha,Cabbage,Yala,2024,104.2,90.7,synthetic_proxy
Hambantota,Cabbage,Yala,2024,183.9,155.5,synthetic_proxy
Jaffna,Cabbage,Yala,2024,84.3,100.3,synthetic_proxy
Kalutara,Cabbage,Yala,2024,62.2,55.4,synthetic_proxy
Kandy,Cabbage,Yala,2024,130.7,114.3,synthetic_proxy
Kegalle,Cabbage,Yala,2024,67.5,67.1,synthetic_proxy
Kilinochchi,Cabbage,Yala,2024,48.8,48.3,synthetic_proxy
Kurunegala,Cabbage,Yala,2024,234.6,209.2,synthetic_proxy
Mannar,Cabbage,Yala,2024,58.5,56.4,synthetic_proxy
Matale,Cabbage,Yala,2024,154.8,177.7,synthetic_proxy
Matara,Cabbage,Yala,2024,89.2,80.5,synthetic_proxy
Monaragala,Cabbage,Yala,2024,106.4,88.6,synthetic_proxy
Mullaitivu,Cabbage,Yala,2024,50.3,56.0,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2024,178.4,189.0,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2024,59.4,55.0,synthetic_proxy
Puttalam,Cabbage,Yala,2024,100.3,81.3,synthetic_proxy
Ratnapura,Cabbage,Yala,2024,163.7,149.0,synthetic_proxy
Trincomalee,Cabbage,Yala,2024,51.9,51.6,synthetic_proxy
Vavuniya,Cabbage,Yala,2024,56.4,64.3,synthetic_proxy
Ampara,Cabbage,Maha,2025,119.9,105.0,synthetic_proxy
Anuradhapura,Cabbage,Maha,2025,111.0,109.9,synthetic_proxy
Badulla,Cabbage,Maha,2025,282.9,305.8,synthetic_proxy
Batticaloa,Cabbage,Maha,2025,52.6,37.6,synthetic_proxy
Colombo,Cabbage,Maha,2025,263.0,295.6,synthetic_proxy
Galle,Cabbage,Maha,2025,62.4,53.6,synthetic_proxy
Gampaha,Cabbage,Maha,2025,105.4,109.6,synthetic_proxy
Hambantota,Cabbage,Maha,2025,186.0,191.5,synthetic_proxy
Jaffna,Cabbage,Maha,2025,85.3,96.4,synthetic_proxy
Kalutara,Cabbage,Maha,2025,63.0,67.1,synthetic_proxy
Kandy,Cabbage,Maha,2025,132.2,94.5,synthetic_proxy
Kegalle,Cabbage,Maha,2025,68.2,61.8,synthetic_proxy
Kilinochchi,Cabbage,Maha,2025,49.4,50.2,synthetic_proxy
Kurunegala,Cabbage,Maha,2025,237.4,231.8,synthetic_proxy
Mannar,Cabbage,Maha,2025,59.2,62.6,synthetic_proxy
Matale,Cabbage,Maha,2025,156.6,171.5,synthetic_proxy
Matara,Cabbage,Maha,2025,90.2,96.8,synthetic_proxy
Monaragala,Cabbage,Maha,2025,107.6,104.9,synthetic_proxy
Mullaitivu,Cabbage,Maha,2025,50.9,39.6,synthetic_proxy
Nuwara Eliya,Cabbage,Maha,2025,180.5,170.7,synthetic_proxy
Polonnaruwa,Cabbage,Maha,2025,60.1,63.1,synthetic_proxy
Puttalam,Cabbage,Maha,2025,101.5,88.2,synthetic_proxy
Ratnapura,Cabbage,Maha,2025,165.6,178.1,synthetic_proxy
Trincomalee,Cabbage,Maha,2025,52.5,58.3,synthetic_proxy
Vavuniya,Cabbage,Maha,2025,57.1,57.9,synthetic_proxy
Ampara,Cabbage,Yala,2025,115.0,72.7,synthetic_proxy
Anuradhapura,Cabbage,Yala,2025,106.4,90.1,synthetic_proxy
Badulla,Cabbage,Yala,2025,271.2,332.6,synthetic_proxy
Batticaloa,Cabbage,Yala,2025,50.5,47.2,synthetic_proxy
Colombo,Cabbage,Yala,2025,252.1,192.1,synthetic_proxy
Galle,Cabbage,Yala,2025,59.9,68.7,synthetic_proxy
Gampaha,Cabbage,Yala,2025,101.0,101.2,synthetic_proxy
Hambantota,Cabbage,Yala,2025,178.3,202.0,synthetic_proxy
Jaffna,Cabbage,Yala,2025,81.7,84.4,synthetic_proxy
Kalutara,Cabbage,Yala,2025,60.4,63.7,synthetic_proxy
Kandy,Cabbage,Yala,2025,126.7,132.2,synthetic_proxy
Kegalle,Cabbage,Yala,2025,65.4,70.9,synthetic_proxy
Kilinochchi,Cabbage,Yala,2025,47.4,60.3,synthetic_proxy
Kurunegala,Cabbage,Yala,2025,227.5,254.1,synthetic_proxy
Mannar,Cabbage,Yala,2025,56.8,46.0,synthetic_proxy
Matale,Cabbage,Yala,2025,150.1,158.2,synthetic_proxy
Matara,Cabbage,Yala,2025,86.5,98.3,synthetic_proxy
Monaragala,Cabbage,Yala,2025,103.2,118.1,synthetic_proxy
Mullaitivu,Cabbage,Yala,2025,48.8,46.3,synthetic_proxy
Nuwara Eliya,Cabbage,Yala,2025,173.1,197.3,synthetic_proxy
Polonnaruwa,Cabbage,Yala,2025,57.6,64.0,synthetic_proxy
Puttalam,Cabbage,Yala,2025,97.3,127.4,synthetic_proxy
Ratnapura,Cabbage,Yala,2025,158.7,144.4,synthetic_proxy
Trincomalee,Cabbage,Yala,2025,50.4,47.3,synthetic_proxy
Vavuniya,Cabbage,Yala,2025,54.7,52.7,synthetic_proxy
Ampara,Big Onion (Local),Maha,2014,196.1,184.6,synthetic_proxy
Anuradhapura,Big Onion (Local),Maha,2014,159.5,142.5,synthetic_proxy
Badulla,Big Onion (Local),Maha,2014,357.0,238.6,synthetic_proxy
Batticaloa,Big Onion (Local),Maha,2014,96.8,91.7,synthetic_proxy
Colombo,Big Onion (Local),Maha,2014,636.8,665.0,synthetic_proxy
Galle,Big Onion (Local),Maha,2014,17.0,16.0,synthetic_proxy
Gampaha,Big Onion (Local),Maha,2014,222.3,273.9,synthetic_proxy
Hambantota,Big Onion (Local),Maha,2014,153.0,153.2,synthetic_proxy
Jaffna,Big Onion (Local),Maha,2014,39.2,45.3,synthetic_proxy
Kalutara,Big Onion (Local),Maha,2014,68.0,70.1,synthetic_proxy
Kandy,Big Onion (Local),Maha,2014,244.5,268.8,synthetic_proxy
Kegalle,Big Onion (Local),Maha,2014,35.3,36.5,synthetic_proxy
Kilinochchi,Big Onion (Local),Maha,2014,26.2,30.4,synthetic_proxy
Kurunegala,Big Onion (Local),Maha,2014,414.5,417.3,synthetic_proxy
Mannar,Big Onion (Local),Maha,2014,9.2,9.7,synthetic_proxy
Matale,Big Onion (Local),Maha,2014,397.5,415.0,synthetic_proxy
Matara,Big Onion (Local),Maha,2014,116.4,112.4,synthetic_proxy
Monaragala,Big Onion (Local),Maha,2014,81.1,85.0,synthetic_proxy
Mullaitivu,Big Onion (Local),Maha,2014,74.5,94.5,synthetic_proxy
Nuwara Eliya,Big Onion (Local),Maha,2014,193.5,187.2,synthetic_proxy
Polonnaruwa,Big Onion (Local),Maha,2014,73.2,76.9,synthetic_proxy
Puttalam,Big Onion (Local),Maha,2014,111.1,127.9,synthetic_proxy
Ratnapura,Big Onion (Local),Maha,2014,190.9,217.0,synthetic_proxy
Trincomalee,Big Onion (Local),Maha,2014,2.6,2.6,synthetic_proxy
Vavuniya,Big Onion (Local),Maha,2014,83.7,59.8,synthetic_proxy
Ampara,Big Onion (Local),Maha,2015,147.5,156.7,synthetic_proxy
Anuradhapura,Big Onion (Local),Maha,2015,120.0,88.0,synthetic_proxy
Badulla,Big Onion (Local),Maha,2015,268.5,315.9,synthetic_proxy
Batticaloa,Big Onion (Local),Maha,2015,72.8,74.3,synthetic_proxy
Colombo,Big Onion (Local),Maha,2015,479.0,536.5,synthetic_proxy
Galle,Big Onion (Local),Maha,2015,12.8,11.4,synthetic_proxy
Gampaha,Big Onion (Local),Maha,2015,167.2,136.1,synthetic_proxy
Hambantota,Big Onion (Local),Maha,2015,115.1,118.7,synthetic_proxy
Jaffna,Big Onion (Local),Maha,2015,29.5,29.4,synthetic_proxy
Kalutara,Big Onion (Local),Maha,2015,51.1,48.1,synthetic_proxy
Kandy,Big Onion (Local),Maha,2015,183.9,185.8,synthetic_proxy
Kegalle,Big Onion (Local),Maha,2015,26.6,35.4,synthetic_proxy
Kilinochchi,Big Onion (Local),Maha,2015,19.7,21.6,synthetic_proxy
Kurunegala,Big Onion (Local),Maha,2015,311.8,351.1,synthetic_proxy
Mannar,Big Onion (Local),Maha,2015,6.9,7.6,synthetic_proxy
Matale,Big Onion (Local),Maha,2015,299.0,352.1,synthetic_proxy
Matara,Big Onion (Local),Maha,2015,87.5,85.5,synthetic_proxy
Monaragala,Big Onion (Local),Maha,2015,61.0,45.9,synthetic_proxy
Mullaitivu,Big Onion (Local),Maha,2015,56.1,54.8,synthetic_proxy
Nuwara Eliya,Big Onion (Local),Maha,2015,145.6,159.8,synthetic_proxy
Polonnaruwa,Big Onion (Local),Maha,2015,55.1,48.7,synthetic_proxy
Puttalam,Big Onion (Local),Maha,2015,83.6,81.8,synthetic_proxy
Ratnapura,Big Onion (Local),Maha,2015,143.6,131.7,synthetic_proxy
Trincomalee,Big Onion (Local),Maha,2015,2.0,2.3,synthetic_proxy
Vavuniya,Big Onion (Local),Maha,2015,63.0,68.6,synthetic_proxy
Ampara,Big Onion (Local),Yala,2015,172.1,185.5,synthetic_proxy
Anuradhapura,Big Onion (Local),Yala,2015,140.0,150.4,synthetic_proxy
Badulla,Big Onion (Local),Yala,2015,313.2,311.8,synthetic_proxy
Batticaloa,Big Onion (Local),Yala,2015,84.9,86.9,synthetic_proxy
Colombo,Big Onion (Local),Yala,2015,558.7,479.2,synthetic_proxy
Galle,Big Onion (Local),Yala,2015,14.9,11.0,synthetic_proxy
Gampaha,Big Onion (Local),Yala,2015,195.0,198.5,synthetic_proxy
Hambantota,Big Onion (Local),Yala,2015,134.2,139.4,synthetic_proxy
Jaffna,Big Onion (Local),Yala,2015,34.4,39.4,synthetic_proxy
Kalutara,Big Onion (Local),Yala,2015,59.7,70.9,synthetic_proxy
Kandy,Big Onion (Local),Yala,2015,214.5,254.9,synthetic_proxy
Kegalle,Big Onion (Local),Yala,2015,31.0,27.3,synthetic_proxy
Kilinochchi,Big Onion (Local),Yala,2015,22.9,22.0,synthetic_proxy
Kurunegala,Big Onion (Local),Yala,2015,363.7,384.6,synthetic_proxy
Mannar,Big Onion (Local),Yala,2015,8.0,10.5,synthetic_proxy
